Q,H0+H1+H2+H9
Q883633,H0
Q883634,H0
Q883635,H0
Q883636,H0
Q883637,H0
Q883638,H0
Q883639,H0
Q884630,H0
Q884631,H0
Q884632,H0+H9
Q884633,H0
Q884634,H0
Q884635,H0
Q884636,H0
Q884637,H0
Q884638,H0
Q884639,H0
Q885630,H0
Q885631,H0
Q885632,H0
Q885633,H0
Q885634,H0
Q885635,H0
Q885636,H0
Q885637,H0
Q885638,H0
Q885639,H0
Q886630,H0
Q886631,H0
Q886632,H0
Q886633,H0
Q886634,H0
Q886635,H0
Q886636,H0
Q886637,H0
Q886638,H0
Q886639,H0
Q887630,H0
Q887631,H0
Q887632,H0
Q887633,H0
Q887634,H0
Q887635,H0
Q887636,H0
Q887637,H0
Q887638,H0
Q887639,H0
Q888630,H0+H9
Q888631,H0
Q888632,H0
Q888633,H0
Q888634,H0
Q888635,H0
Q888636,H0
Q888637,H0
Q888638,H0
Q888639,H0
Q889630,H0+H9
Q889631,H0+H9
Q889632,H0
Q889633,H0
Q889634,H0
Q889635,H0
Q889636,H0
Q889637,H0
Q889638,H0
Q889639,H0
Q8962,H9
Q8963,H0+H9
Q890630,H9
Q890631,H0+H9
Q890632,H0
Q890633,H0
Q890634,H0
Q890635,H0
Q890636,H0+H9
Q890637,H0
Q890638,H0
Q890639,H0
Q891630,H9
Q891631,H0+H9
Q891632,H0+H9
Q891633,H0
Q891634,H0
Q891635,H0
Q891636,H0
Q891637,H0
Q891638,H0
Q891639,H0
Q892630,H9
Q892631,H9
Q892632,H0+H9
Q892633,H0+H9
Q892634,H0
Q892635,H0
Q892636,H0
Q892637,H0
Q892638,H0
Q892639,H0
Q893630,H9
Q893631,H9
Q893632,H9
Q893633,H0+H9
Q893634,H0
Q893635,H0
Q893636,H0
Q893637,H0
Q893638,H0
Q893639,H0
Q894630,H9
Q894631,H9
Q894632,H9
Q894633,H0+H9
Q894634,H0+H9
Q894635,H0+H9
Q894636,H0
Q894637,H0
Q894638,H0
Q894639,H0
Q895630,H9
Q895631,H9
Q895632,H9
Q895633,H9
Q895634,H9
Q895635,H0+H9
Q895636,H0
Q895637,H0
Q895638,H0
Q895639,H0
Q896630,H9
Q896631,H9
Q896632,H9
Q896633,H9
Q896634,H9
Q896635,H0+H9
Q896636,H0+H9
Q896637,H0
Q896638,H0
Q896639,H0
Q897630,H9
Q897631,H9
Q897632,H9
Q897633,H9
Q897634,H9
Q897635,H0+H9
Q897636,H0+H9
Q897637,H0
Q897638,H0
Q897639,H0
Q898630,H9
Q898631,H9
Q898632,H9
Q898633,H9
Q898634,H9
Q898635,H9
Q898636,H0+H9
Q898637,H0
Q898638,H0
Q898639,H0
Q899630,H9
Q899631,H9
Q899632,H9
Q899633,H9
Q899634,H9
Q899635,H0+H9
Q899636,H0+H9
Q899637,H0
Q899638,H0
Q899639,H0
Q86X,H0+H9
Q8864,H0
Q8865,H0
Q8964,H0+H9
Q890640,H0
Q890641,H0
Q890642,H0
Q890643,H0
Q890644,H0
Q890645,H0
Q890646,H0
Q890647,H0
Q890648,H0
Q890649,H0
Q891640,H0
Q891641,H0
Q891642,H0
Q891643,H0
Q891644,H0
Q891645,H0
Q891646,H0
Q891647,H0
Q891648,H0
Q891649,H0
Q892640,H0
Q892641,H0
Q892642,H0
Q892643,H0
Q892644,H0
Q892645,H0
Q892646,H0
Q892647,H0
Q892648,H0
Q892649,H0
Q893640,H0
Q893641,H0
Q893642,H0
Q893643,H0
Q893644,H0
Q893645,H0
Q893646,H0
Q893647,H0
Q893648,H0
Q893649,H0
Q894640,H0
Q894641,H0
Q894642,H0
Q894643,H0
Q894644,H0
Q894645,H0
Q894646,H0
Q894647,H0
Q894648,H0
Q894649,H0
Q895640,H0
Q895641,H0
Q895642,H0
Q895643,H0
Q895644,H0
Q895645,H0
Q895646,H0
Q895647,H0
Q895648,H0
Q895649,H0
Q896640,H0
Q896641,H0
Q896642,H0
Q896643,H0
Q896644,H0
Q896645,H0
Q896646,H0
Q896647,H0
Q896648,H0
Q896649,H0
Q897640,H0
Q897641,H0
Q897642,H0
Q897643,H0
Q897644,H0
Q897645,H0
Q897646,H0
Q897647,H0
Q897648,H0
Q897649,H0
Q898640,H0
Q898641,H0
Q898642,H0
Q898643,H0
Q898644,H0
Q898645,H0
Q898646,H0
Q898647,H0
Q898648,H0
Q898649,H0
Q899640,H0
Q899641,H0
Q899642,H0
Q899643,H0
Q899644,H0
Q899645,H0
Q899646,H0
Q899647,H0+H9
Q899648,H0+H9
Q899649,H0+H9
Q8965,H0+H9
Q890650,H0
Q890651,H0
Q890652,H0
Q890653,H0
Q890654,H0
Q890655,H0
Q890656,H0
Q890657,H0
Q890658,H0
Q890659,H0
Q891650,H0
Q891651,H0
Q891652,H0
Q891653,H0
Q891654,H0
Q891655,H0
Q891656,H0
Q891657,H0
Q891658,H0
Q891659,H0
Q892650,H0
Q892651,H0
Q892652,H0
Q892653,H0
Q892654,H0
Q892655,H0
Q892656,H0
Q892657,H0
Q892658,H0
Q892659,H0
Q893650,H0
Q893651,H0
Q893652,H0
Q893653,H0
Q893654,H0
Q893655,H0
Q893656,H0
Q893657,H0
Q893658,H0
Q893659,H0
Q894650,H0
Q894651,H0
Q894652,H0
Q894653,H0
Q894654,H0
Q894655,H0
Q894656,H0
Q894657,H0
Q894658,H0
Q894659,H0
Q895650,H0
Q895651,H0
Q895652,H0
Q895653,H0+H9
Q895654,H0
Q895655,H0
Q895656,H0
Q895657,H0
Q895658,H0
Q895659,H0
Q896650,H0
Q896651,H0+H9
Q896652,H0+H9
Q896653,H0+H9
Q896654,H0+H9
Q896655,H0
Q896656,H0
Q896657,H0
Q896658,H0
Q896659,H0
Q897650,H0+H9
Q897651,H0+H9
Q897652,H9
Q897653,H0+H9
Q897654,H0
Q897655,H0
Q897656,H0
Q897657,H0
Q897658,H0
Q897659,H0
Q898650,H0+H9
Q898651,H9
Q898652,H0+H9
Q898653,H0+H9
Q898654,H0
Q898655,H0
Q898656,H0
Q898657,H0
Q898658,H0+H9
Q898659,H0
Q899650,H0+H9
Q899651,H9
Q899652,H0+H9
Q899653,H0
Q899654,H0
Q899655,H0
Q899656,H0
Q899657,H0+H9
Q899658,H0+H9
Q899659,H0
Q86Y,H0
Q86Z,H0
Q87,H0
Q88,H0
Q89,H0
Q90,H2
Q91,H2
Q92,H2
Q93,H2
Q94,H0+H2
Q94SW,H2
Q94NW,H0+H2
Q94SE,H2
Q94NE,H0+H2
Q94A,H2
Q94B,H2
Q94C,H2
Q94D,H2
Q94E,H0+H2
Q9048,H0+H2
Q900480,H2
Q900481,H2
Q900482,H2
Q900483,H2
Q900484,H2
Q900485,H2
Q900486,H0+H2
Q900487,H0+H2
Q900488,H0
Q900489,H0
Q901480,H2
Q901481,H2
Q901482,H2
Q901483,H2
Q901484,H2
Q901485,H2
Q901486,H2
Q901487,H0+H2
Q901488,H0+H2
Q901489,H0
Q902480,H2
Q902481,H2
Q902482,H2
Q902483,H2
Q902484,H2
Q902485,H2
Q902486,H2
Q902487,H2
Q902488,H0+H2
Q902489,H0
Q903480,H2
Q903481,H2
Q903482,H2
Q903483,H2
Q903484,H2
Q903485,H2
Q903486,H2
Q903487,H2
Q903488,H0+H2
Q903489,H0+H2
Q904480,H2
Q904481,H2
Q904482,H2
Q904483,H2
Q904484,H2
Q904485,H2
Q904486,H2
Q904487,H2
Q904488,H2
Q904489,H0+H2
Q905480,H2
Q905481,H2
Q905482,H2
Q905483,H2
Q905484,H2
Q905485,H2
Q905486,H2
Q905487,H2
Q905488,H0+H2
Q905489,H0+H2
Q906480,H2
Q906481,H2
Q906482,H2
Q906483,H2
Q906484,H2
Q906485,H2
Q906486,H2
Q906487,H0+H2
Q906488,H0+H2
Q906489,H0
Q907480,H2
Q907481,H2
Q907482,H2
Q907483,H2
Q907484,H2
Q907485,H2
Q907486,H2
Q907487,H0+H2
Q907488,H0
Q907489,H0
Q908480,H2
Q908481,H2
Q908482,H2
Q908483,H2
Q908484,H2
Q908485,H2
Q908486,H0+H2
Q908487,H0+H2
Q908488,H0
Q908489,H0
Q909480,H2
Q909481,H2
Q909482,H2
Q909483,H2
Q909484,H2
Q909485,H2
Q909486,H0+H2
Q909487,H0
Q909488,H0
Q909489,H0
Q9049,H0
Q9148,H0+H2
Q910480,H2
Q910481,H2
Q910482,H2
Q910483,H2
Q910484,H2
Q910485,H0+H2
Q910486,H0+H2
Q910487,H0
Q910488,H0
Q910489,H0
Q911480,H2
Q911481,H2
Q911482,H2
Q911483,H2
Q911484,H2
Q911485,H0+H2
Q911486,H0
Q911487,H0
Q911488,H0
Q911489,H0
Q912480,H2
Q912481,H2
Q912482,H2
Q912483,H2
Q912484,H2
Q912485,H0+H2
Q912486,H0
Q912487,H0
Q912488,H0
Q912489,H0
Q913480,H2
Q913481,H2
Q913482,H2
Q913483,H2
Q913484,H0+H2
Q913485,H0+H2
Q913486,H0
Q913487,H0
Q913488,H0
Q913489,H0
Q914480,H2
Q914481,H2
Q914482,H2
Q914483,H2
Q914484,H0+H2
Q914485,H0
Q914486,H0
Q914487,H0
Q914488,H0
Q914489,H0
Q915480,H2
Q915481,H2
Q915482,H2
Q915483,H2
Q915484,H0+H2
Q915485,H0
Q915486,H0
Q915487,H0
Q915488,H0
Q915489,H0
Q916480,H2
Q916481,H2
Q916482,H2
Q916483,H0+H2
Q916484,H0+H2
Q916485,H0
Q916486,H0
Q916487,H0
Q916488,H0
Q916489,H0
Q917480,H2
Q917481,H2
Q917482,H2
Q917483,H0+H2
Q917484,H0
Q917485,H0
Q917486,H0
Q917487,H0
Q917488,H0
Q917489,H0
Q918480,H2
Q918481,H2
Q918482,H0+H2
Q918483,H0+H2
Q918484,H0
Q918485,H0
Q918486,H0
Q918487,H0
Q918488,H0
Q918489,H0
Q919480,H2
Q919481,H2
Q919482,H0+H2
Q919483,H0
Q919484,H0
Q919485,H0
Q919486,H0
Q919487,H0
Q919488,H0
Q919489,H0
Q9149,H0
Q94F,H2
Q94G,H2
Q94H,H2
Q94I,H0+H2
Q9246,H2
Q9247,H2
Q9346,H2
Q9347,H0+H2
Q930470,H2
Q930471,H2
Q930472,H2
Q930473,H2
Q930474,H2
Q930475,H2
Q930476,H2
Q930477,H2
Q930478,H2
Q930479,H0+H2
Q931470,H2
Q931471,H2
Q931472,H2
Q931473,H2
Q931474,H2
Q931475,H2
Q931476,H2
Q931477,H2
Q931478,H2
Q931479,H0+H2
Q932470,H2
Q932471,H2
Q932472,H2
Q932473,H2
Q932474,H2
Q932475,H2
Q932476,H2
Q932477,H2
Q932478,H0+H2
Q932479,H0+H2
Q933470,H2
Q933471,H2
Q933472,H2
Q933473,H2
Q933474,H2
Q933475,H2
Q933476,H2
Q933477,H2
Q933478,H0+H2
Q933479,H0
Q934470,H2
Q934471,H2
Q934472,H2
Q934473,H2
Q934474,H2
Q934475,H2
Q934476,H2
Q934477,H2
Q934478,H0+H2
Q934479,H0
Q935470,H2
Q935471,H2
Q935472,H2
Q935473,H2
Q935474,H2
Q935475,H2
Q935476,H2
Q935477,H2
Q935478,H0+H2
Q935479,H0
Q936470,H2
Q936471,H2
Q936472,H2
Q936473,H2
Q936474,H2
Q936475,H2
Q936476,H2
Q936477,H0+H2
Q936478,H0+H2
Q936479,H0
Q937470,H2
Q937471,H2
Q937472,H2
Q937473,H2
Q937474,H2
Q937475,H2
Q937476,H2
Q937477,H0+H2
Q937478,H0
Q937479,H0
Q938470,H2
Q938471,H2
Q938472,H2
Q938473,H2
Q938474,H2
Q938475,H2
Q938476,H2
Q938477,H0+H2
Q938478,H0
Q938479,H0
Q939470,H2
Q939471,H2
Q939472,H2
Q939473,H2
Q939474,H2
Q939475,H2
Q939476,H0+H2
Q939477,H0+H2
Q939478,H0
Q939479,H0
Q94J,H0+H2
Q9248,H0+H2
Q920480,H2
Q920481,H2
Q920482,H0+H2
Q920483,H0
Q920484,H0
Q920485,H0
Q920486,H0
Q920487,H0
Q920488,H0
Q920489,H0
Q921480,H2
Q921481,H2
Q921482,H0+H2
Q921483,H0
Q921484,H0
Q921485,H0
Q921486,H0
Q921487,H0
Q921488,H0
Q921489,H0
Q922480,H2
Q922481,H2
Q922482,H0+H2
Q922483,H0
Q922484,H0
Q922485,H0
Q922486,H0
Q922487,H0
Q922488,H0
Q922489,H0
Q923480,H2
Q923481,H2
Q923482,H0+H2
Q923483,H0
Q923484,H0
Q923485,H0
Q923486,H0
Q923487,H0
Q923488,H0
Q923489,H0
Q924480,H2
Q924481,H2
Q924482,H0+H2
Q924483,H0
Q924484,H0
Q924485,H0
Q924486,H0
Q924487,H0
Q924488,H0
Q924489,H0
Q925480,H2
Q925481,H0+H2
Q925482,H0+H2
Q925483,H0
Q925484,H0
Q925485,H0
Q925486,H0
Q925487,H0
Q925488,H0
Q925489,H0
Q926480,H2
Q926481,H0+H2
Q926482,H0
Q926483,H0
Q926484,H0
Q926485,H0
Q926486,H0
Q926487,H0
Q926488,H0
Q926489,H0
Q927480,H0+H2
Q927481,H0+H2
Q927482,H0
Q927483,H0
Q927484,H0
Q927485,H0
Q927486,H0
Q927487,H0
Q927488,H0
Q927489,H0
Q928480,H0+H2
Q928481,H0
Q928482,H0
Q928483,H0
Q928484,H0
Q928485,H0
Q928486,H0
Q928487,H0
Q928488,H0
Q928489,H0
Q929480,H0+H2
Q929481,H0
Q929482,H0
Q929483,H0
Q929484,H0
Q929485,H0
Q929486,H0
Q929487,H0
Q929488,H0
Q929489,H0
Q9249,H0
Q9348,H0+H2
Q930480,H0+H2
Q930481,H0
Q930482,H0
Q930483,H0
Q930484,H0
Q930485,H0
Q930486,H0
Q930487,H0
Q930488,H0
Q930489,H0
Q931480,H0
Q931481,H0
Q931482,H0
Q931483,H0
Q931484,H0
Q931485,H0
Q931486,H0
Q931487,H0
Q931488,H0
Q931489,H0
Q932480,H0
Q932481,H0
Q932482,H0
Q932483,H0
Q932484,H0
Q932485,H0
Q932486,H0
Q932487,H0
Q932488,H0
Q932489,H0
Q933480,H0
Q933481,H0
Q933482,H0
Q933483,H0
Q933484,H0
Q933485,H0
Q933486,H0
Q933487,H0
Q933488,H0
Q933489,H0
Q934480,H0
Q934481,H0
Q934482,H0
Q934483,H0
Q934484,H0
Q934485,H0
Q934486,H0
Q934487,H0
Q934488,H0
Q934489,H0
Q935480,H0
Q935481,H0
Q935482,H0
Q935483,H0
Q935484,H0
Q935485,H0
Q935486,H0
Q935487,H0
Q935488,H0
Q935489,H0
Q936480,H0
Q936481,H0
Q936482,H0
Q936483,H0
Q936484,H0
Q936485,H0
Q936486,H0
Q936487,H0
Q936488,H0
Q936489,H0
Q937480,H0
Q937481,H0
Q937482,H0
Q937483,H0
Q937484,H0
Q937485,H0
Q937486,H0
Q937487,H0
Q937488,H0
Q937489,H0
Q938480,H0
Q938481,H0
Q938482,H0
Q938483,H0
Q938484,H0
Q938485,H0
Q938486,H0
Q938487,H0
Q938488,H0
Q938489,H0
Q939480,H0
Q939481,H0
Q939482,H0
Q939483,H0
Q939484,H0
Q939485,H0
Q939486,H0
Q939487,H0
Q939488,H0
Q939489,H0
Q9349,H0
Q94K,H2
Q94L,H2
Q94M,H2
Q94N,H0+H2
Q9446,H2
Q9447,H0+H2
Q940470,H2
Q940471,H2
Q940472,H2
Q940473,H2
Q940474,H2
Q940475,H0+H2
Q940476,H0+H2
Q940477,H0
Q940478,H0
Q940479,H0
Q941470,H2
Q941471,H2
Q941472,H2
Q941473,H2
Q941474,H2
Q941475,H0+H2
Q941476,H0
Q941477,H0
Q941478,H0
Q941479,H0
Q942470,H2
Q942471,H2
Q942472,H2
Q942473,H2
Q942474,H2
Q942475,H0+H2
Q942476,H0
Q942477,H0
Q942478,H0
Q942479,H0
Q943470,H2
Q943471,H2
Q943472,H2
Q943473,H2
Q943474,H0+H2
Q943475,H0+H2
Q943476,H0
Q943477,H0
Q943478,H0
Q943479,H0
Q944470,H2
Q944471,H2
Q944472,H2
Q944473,H0+H2
Q944474,H0+H2
Q944475,H0
Q944476,H0
Q944477,H0
Q944478,H0
Q944479,H0
Q945470,H2
Q945471,H2
Q945472,H0+H2
Q945473,H0+H2
Q945474,H0
Q945475,H0
Q945476,H0
Q945477,H0
Q945478,H0
Q945479,H0
Q946470,H2
Q946471,H2
Q946472,H0+H2
Q946473,H0
Q946474,H0
Q946475,H0
Q946476,H0
Q946477,H0
Q946478,H0
Q946479,H0
Q947470,H2
Q947471,H0+H2
Q947472,H0+H2
Q947473,H0
Q947474,H0
Q947475,H0
Q947476,H0
Q947477,H0
Q947478,H0
Q947479,H0
Q948470,H2
Q948471,H0+H2
Q948472,H0+H2
Q948473,H0
Q948474,H0
Q948475,H0
Q948476,H0
Q948477,H0
Q948478,H0
Q948479,H0
Q949470,H2
Q949471,H2
Q949472,H0+H2
Q949473,H0
Q949474,H0
Q949475,H0
Q949476,H0
Q949477,H0
Q949478,H0
Q949479,H0
Q9546,H2
Q9547,H0+H2
Q950470,H2
Q950471,H2
Q950472,H0+H2
Q950473,H0
Q950474,H0
Q950475,H0
Q950476,H0
Q950477,H0
Q950478,H0
Q950479,H0
Q951470,H2
Q951471,H2
Q951472,H0+H2
Q951473,H0
Q951474,H0
Q951475,H0
Q951476,H0
Q951477,H0
Q951478,H0
Q951479,H0
Q952470,H2
Q952471,H0+H2
Q952472,H0+H2
Q952473,H0
Q952474,H0
Q952475,H0
Q952476,H0
Q952477,H0
Q952478,H0
Q952479,H0
Q953470,H2
Q953471,H0+H2
Q953472,H0
Q953473,H0
Q953474,H0
Q953475,H0
Q953476,H0
Q953477,H0
Q953478,H0
Q953479,H0
Q954470,H0+H2
Q954471,H0+H2
Q954472,H0
Q954473,H0
Q954474,H0
Q954475,H0
Q954476,H0
Q954477,H0
Q954478,H0
Q954479,H0
Q955470,H0+H2
Q955471,H0+H2
Q955472,H0
Q955473,H0
Q955474,H0
Q955475,H0
Q955476,H0
Q955477,H0
Q955478,H0
Q955479,H0
Q956470,H2
Q956471,H0+H2
Q956472,H0
Q956473,H0
Q956474,H0
Q956475,H0
Q956476,H0
Q956477,H0
Q956478,H0
Q956479,H0
Q957470,H2
Q957471,H0+H2
Q957472,H0
Q957473,H0
Q957474,H0
Q957475,H0
Q957476,H0
Q957477,H0
Q957478,H0
Q957479,H0
Q958470,H2
Q958471,H0+H2
Q958472,H0+H2
Q958473,H0
Q958474,H0
Q958475,H0
Q958476,H0
Q958477,H0
Q958478,H0
Q958479,H0
Q959470,H2
Q959471,H0+H2
Q959472,H0+H2
Q959473,H0
Q959474,H0
Q959475,H0
Q959476,H0
Q959477,H0
Q959478,H0
Q959479,H0
Q94P,H0
Q94Q,H2
Q94R,H2
Q94S,H2
Q94T,H0+H2
Q9646,H2
Q9647,H0+H2
Q960470,H2
Q960471,H0+H2
Q960472,H0+H2
Q960473,H0
Q960474,H0
Q960475,H0
Q960476,H0
Q960477,H0
Q960478,H0
Q960479,H0
Q961470,H2
Q961471,H2
Q961472,H0+H2
Q961473,H0
Q961474,H0
Q961475,H0
Q961476,H0
Q961477,H0
Q961478,H0
Q961479,H0
Q962470,H2
Q962471,H2
Q962472,H0+H2
Q962473,H0+H2
Q962474,H0
Q962475,H0
Q962476,H0
Q962477,H0
Q962478,H0
Q962479,H0
Q963470,H2
Q963471,H2
Q963472,H2
Q963473,H0+H2
Q963474,H0
Q963475,H0
Q963476,H0
Q963477,H0
Q963478,H0
Q963479,H0
Q964470,H2
Q964471,H2
Q964472,H2
Q964473,H0+H2
Q964474,H0+H2
Q964475,H0
Q964476,H0
Q964477,H0
Q964478,H0
Q964479,H0
Q965470,H2
Q965471,H2
Q965472,H2
Q965473,H2
Q965474,H0+H2
Q965475,H0+H2
Q965476,H0
Q965477,H0
Q965478,H0
Q965479,H0
Q966470,H2
Q966471,H2
Q966472,H2
Q966473,H2
Q966474,H2
Q966475,H0+H2
Q966476,H0
Q966477,H0
Q966478,H0
Q966479,H0
Q967470,H2
Q967471,H2
Q967472,H2
Q967473,H2
Q967474,H2
Q967475,H0+H2
Q967476,H0+H2
Q967477,H0
Q967478,H0
Q967479,H0
Q968470,H2
Q968471,H2
Q968472,H2
Q968473,H2
Q968474,H2
Q968475,H2
Q968476,H0+H2
Q968477,H0+H2
Q968478,H0+H2
Q968479,H0
Q969470,H2
Q969471,H2
Q969472,H2
Q969473,H2
Q969474,H2
Q969475,H2
Q969476,H2
Q969477,H2
Q969478,H0+H2
Q969479,H0+H2
Q9746,H2
Q9747,H0+H2
Q970470,H2
Q970471,H2
Q970472,H2
Q970473,H2
Q970474,H2
Q970475,H2
Q970476,H2
Q970477,H2
Q970478,H2
Q970479,H0+H2
Q971470,H2
Q971471,H2
Q971472,H2
Q971473,H2
Q971474,H2
Q971475,H2
Q971476,H2
Q971477,H2
Q971478,H2
Q971479,H0+H2
Q972470,H2
Q972471,H2
Q972472,H2
Q972473,H2
Q972474,H2
Q972475,H2
Q972476,H2
Q972477,H2
Q972478,H2
Q972479,H0+H2
Q973470,H2
Q973471,H2
Q973472,H2
Q973473,H2
Q973474,H2
Q973475,H2
Q973476,H2
Q973477,H2
Q973478,H0+H2
Q973479,H0+H2
Q974470,H2
Q974471,H2
Q974472,H2
Q974473,H2
Q974474,H2
Q974475,H2
Q974476,H2
Q974477,H2
Q974478,H0+H2
Q974479,H0+H2
Q975470,H2
Q975471,H2
Q975472,H2
Q975473,H2
Q975474,H2
Q975475,H2
Q975476,H2
Q975477,H2
Q975478,H0+H2
Q975479,H0
Q976470,H2
Q976471,H2
Q976472,H2
Q976473,H2
Q976474,H2
Q976475,H2
Q976476,H2
Q976477,H0+H2
Q976478,H0+H2
Q976479,H0
Q977470,H2
Q977471,H2
Q977472,H2
Q977473,H2
Q977474,H2
Q977475,H2
Q977476,H2
Q977477,H0+H2
Q977478,H0
Q977479,H0
Q978470,H2
Q978471,H2
Q978472,H2
Q978473,H2
Q978474,H2
Q978475,H2
Q978476,H2
Q978477,H0+H2
Q978478,H0
Q978479,H0
Q979470,H2
Q979471,H2
Q979472,H2
Q979473,H2
Q979474,H2
Q979475,H2
Q979476,H2
Q979477,H0+H2
Q979478,H0
Q979479,H0
Q94U,H0+H2
Q9648,H0
Q9649,H0
Q9748,H0+H2
Q970480,H0
Q970481,H0
Q970482,H0
Q970483,H0
Q970484,H0
Q970485,H0
Q970486,H0
Q970487,H0
Q970488,H0
Q970489,H0
Q971480,H0
Q971481,H0
Q971482,H0
Q971483,H0
Q971484,H0
Q971485,H0
Q971486,H0
Q971487,H0
Q971488,H0
Q971489,H0
Q972480,H0
Q972481,H0
Q972482,H0
Q972483,H0
Q972484,H0
Q972485,H0
Q972486,H0
Q972487,H0
Q972488,H0
Q972489,H0
Q973480,H0
Q973481,H0
Q973482,H0
Q973483,H0
Q973484,H0
Q973485,H0
Q973486,H0
Q973487,H0
Q973488,H0
Q973489,H0
Q974480,H0
Q974481,H0
Q974482,H0
Q974483,H0
Q974484,H0
Q974485,H0
Q974486,H0
Q974487,H0
Q974488,H0
Q974489,H0
Q975480,H0
Q975481,H0
Q975482,H0
Q975483,H0
Q975484,H0
Q975485,H0
Q975486,H0
Q975487,H0
Q975488,H0
Q975489,H0
Q976480,H0
Q976481,H0
Q976482,H0
Q976483,H0+H2
Q976484,H0+H2
Q976485,H0+H2
Q976486,H0
Q976487,H0
Q976488,H0
Q976489,H0
Q977480,H0
Q977481,H0
Q977482,H0+H2
Q977483,H0+H2
Q977484,H2
Q977485,H0+H2
Q977486,H0
Q977487,H0
Q977488,H0
Q977489,H0
Q978480,H0
Q978481,H0+H2
Q978482,H0+H2
Q978483,H2
Q978484,H0+H2
Q978485,H0+H2
Q978486,H0
Q978487,H0
Q978488,H0
Q978489,H0
Q979480,H0
Q979481,H0+H2
Q979482,H2
Q979483,H2
Q979484,H0+H2
Q979485,H0
Q979486,H0
Q979487,H0
Q979488,H0
Q979489,H0
Q9749,H0
Q94V,H2
Q94W,H2
Q94X,H0+H2
Q9844,H2
Q9845,H2
Q9944,H2
Q9945,H0+H2
Q990450,H2
Q990451,H2
Q990452,H2
Q990453,H2
Q990454,H2
Q990455,H2
Q990456,H2
Q990457,H2
Q990458,H2
Q990459,H2
Q991450,H2
Q991451,H2
Q991452,H2
Q991453,H2
Q991454,H2
Q991455,H2
Q991456,H2
Q991457,H2
Q991458,H2
Q991459,H2
Q992450,H2
Q992451,H2
Q992452,H2
Q992453,H2
Q992454,H2
Q992455,H2
Q992456,H2
Q992457,H2
Q992458,H2
Q992459,H2
Q993450,H2
Q993451,H2
Q993452,H2
Q993453,H2
Q993454,H2
Q993455,H2
Q993456,H2
Q993457,H2
Q993458,H2
Q993459,H2
Q994450,H2
Q994451,H2
Q994452,H2
Q994453,H2
Q994454,H2
Q994455,H2
Q994456,H2
Q994457,H2
Q994458,H2
Q994459,H2
Q995450,H2
Q995451,H0+H2
Q995452,H0+H2
Q995453,H2
Q995454,H2
Q995455,H2
Q995456,H2
Q995457,H2
Q995458,H2
Q995459,H2
Q996450,H2
Q996451,H0+H2
Q996452,H0+H2
Q996453,H0+H2
Q996454,H2
Q996455,H2
Q996456,H2
Q996457,H2
Q996458,H2
Q996459,H2
Q997450,H2
Q997451,H0+H2
Q997452,H0
Q997453,H0+H2
Q997454,H0+H2
Q997455,H2
Q997456,H0+H2
Q997457,H0+H2
Q997458,H0+H2
Q997459,H0+H2
Q998450,H0+H2
Q998451,H0+H2
Q998452,H0+H2
Q998453,H0+H2
Q998454,H0+H2
Q998455,H0+H2
Q998456,H0+H2
Q998457,H0
Q998458,H0
Q998459,H0
Q999450,H0+H2
Q999451,H0+H2
Q999452,H2
Q999453,H2
Q999454,H0+H2
Q999455,H0+H2
Q999456,H0
Q999457,H0+H2
Q999458,H0+H2
Q999459,H0+H2
Q94Y,H0+H2
Q9846,H2
Q9847,H0+H2
Q980470,H2
Q980471,H2
Q980472,H2
Q980473,H2
Q980474,H2
Q980475,H2
Q980476,H0+H2
Q980477,H0+H2
Q980478,H0
Q980479,H0
Q981470,H2
Q981471,H2
Q981472,H2
Q981473,H2
Q981474,H2
Q981475,H0+H2
Q981476,H0+H2
Q981477,H0+H2
Q981478,H0
Q981479,H0+H2
Q982470,H2
Q982471,H2
Q982472,H2
Q982473,H2
Q982474,H2
Q982475,H0+H2
Q982476,H0
Q982477,H0+H2
Q982478,H0+H2
Q982479,H0+H2
Q983470,H2
Q983471,H2
Q983472,H2
Q983473,H2
Q983474,H2
Q983475,H0+H2
Q983476,H0
Q983477,H0+H2
Q983478,H2
Q983479,H2
Q984470,H2
Q984471,H2
Q984472,H2
Q984473,H2
Q984474,H2
Q984475,H0+H2
Q984476,H0+H2
Q984477,H0+H2
Q984478,H2
Q984479,H2
Q985470,H2
Q985471,H2
Q985472,H2
Q985473,H2
Q985474,H2
Q985475,H2
Q985476,H0+H2
Q985477,H0+H2
Q985478,H2
Q985479,H2
Q986470,H2
Q986471,H2
Q986472,H2
Q986473,H2
Q986474,H2
Q986475,H2
Q986476,H0+H2
Q986477,H0+H2
Q986478,H2
Q986479,H2
Q987470,H2
Q987471,H2
Q987472,H2
Q987473,H0+H2
Q987474,H0+H2
Q987475,H0+H2
Q987476,H0+H2
Q987477,H0+H2
Q987478,H2
Q987479,H2
Q988470,H2
Q988471,H2
Q988472,H0+H2
Q988473,H0+H2
Q988474,H0+H2
Q988475,H0+H2
Q988476,H0+H2
Q988477,H2
Q988478,H2
Q988479,H2
Q989470,H2
Q989471,H2
Q989472,H0+H2
Q989473,H0+H2
Q989474,H0+H2
Q989475,H2
Q989476,H2
Q989477,H2
Q989478,H2
Q989479,H2
Q9946,H0+H2
Q990460,H2
Q990461,H2
Q990462,H2
Q990463,H2
Q990464,H2
Q990465,H2
Q990466,H2
Q990467,H2
