G,H0+H25+H26+H27+H28+H29+H30+H33+H34+H35
G824112,H28
G824113,H28
G824114,H28
G824115,H28
G824116,H28
G824117,H28
G824118,H28
G824119,H28
G825110,H25
G825111,H25+H28
G825112,H28
G825113,H28
G825114,H28
G825115,H28
G825116,H28
G825117,H28
G825118,H28
G825119,H28
G826110,H25
G826111,H25+H28
G826112,H25+H28
G826113,H28
G826114,H28
G826115,H28
G826116,H28
G826117,H28
G826118,H28
G826119,H28
G827110,H25
G827111,H25
G827112,H25+H28
G827113,H25+H28
G827114,H25+H28
G827115,H25+H28
G827116,H28
G827117,H28
G827118,H28
G827119,H28
G828110,H25
G828111,H25
G828112,H25
G828113,H25
G828114,H25
G828115,H25+H28
G828116,H28
G828117,H28
G828118,H28
G828119,H28
G829110,H25
G829111,H25
G829112,H25
G829113,H25
G829114,H25
G829115,H25+H28
G829116,H28
G829117,H28
G829118,H28
G829119,H28
G8310,H25+H28
G830100,H25
G830101,H25
G830102,H25
G830103,H25
G830104,H25
G830105,H25
G830106,H25
G830107,H25
G830108,H25
G830109,H25
G831100,H25
G831101,H25
G831102,H25
G831103,H25
G831104,H25
G831105,H25
G831106,H25
G831107,H25
G831108,H25
G831109,H25
G832100,H25
G832101,H25
G832102,H25
G832103,H25
G832104,H25
G832105,H25
G832106,H25
G832107,H25
G832108,H25
G832109,H25
G833100,H25
G833101,H25
G833102,H25
G833103,H25
G833104,H25
G833105,H25
G833106,H25
G833107,H25
G833108,H25
G833109,H25
G834100,H25
G834101,H25
G834102,H25
G834103,H25
G834104,H25
G834105,H25
G834106,H25
G834107,H25
G834108,H25+H28
G834109,H25+H28
G835100,H25
G835101,H25
G835102,H25
G835103,H25
G835104,H25
G835105,H25
G835106,H25+H28
G835107,H25+H28
G835108,H25+H28
G835109,H28
G836100,H25
G836101,H25
G836102,H25
G836103,H25
G836104,H25+H28
G836105,H25+H28
G836106,H25+H28
G836107,H28
G836108,H28
G836109,H28
G837100,H25
G837101,H25
G837102,H25
G837103,H25+H28
G837104,H25+H28
G837105,H28
G837106,H28
G837107,H28
G837108,H28
G837109,H28
G838100,H25
G838101,H25
G838102,H25+H28
G838103,H25+H28
G838104,H28
G838105,H28
G838106,H28
G838107,H28
G838108,H28
G838109,H28
G839100,H25
G839101,H25
G839102,H25+H28
G839103,H28
G839104,H28
G839105,H28
G839106,H28
G839107,H28
G839108,H28
G839109,H28
G8311,H25+H28
G830110,H25
G830111,H25
G830112,H25
G830113,H25
G830114,H25+H28
G830115,H25+H28
G830116,H28
G830117,H28
G830118,H28
G830119,H28
G831110,H25
G831111,H25
G831112,H25
G831113,H25
G831114,H25+H28
G831115,H28
G831116,H28
G831117,H28
G831118,H28
G831119,H28
G832110,H25
G832111,H25
G832112,H25
G832113,H25+H28
G832114,H25+H28
G832115,H28
G832116,H28
G832117,H28
G832118,H28
G832119,H28
G833110,H25+H28
G833111,H25+H28
G833112,H25+H28
G833113,H25+H28
G833114,H28
G833115,H28
G833116,H28
G833117,H28
G833118,H28
G833119,H28
G834110,H25+H28
G834111,H28
G834112,H28
G834113,H28
G834114,H28
G834115,H28
G834116,H28
G834117,H28
G834118,H28
G834119,H28
G835110,H28
G835111,H28
G835112,H28
G835113,H28
G835114,H28
G835115,H28
G835116,H28
G835117,H28
G835118,H28
G835119,H28
G836110,H28
G836111,H28
G836112,H28
G836113,H28
G836114,H28
G836115,H28
G836116,H28
G836117,H28
G836118,H28
G836119,H28
G837110,H28
G837111,H28
G837112,H28
G837113,H28
G837114,H28
G837115,H28
G837116,H28
G837117,H28
G837118,H28
G837119,H28
G838110,H28
G838111,H28
G838112,H28
G838113,H28
G838114,H28
G838115,H28
G838116,H28
G838117,H28
G838118,H28
G838119,H28
G839110,H28
G839111,H28
G839112,H28
G839113,H28
G839114,H28
G839115,H28
G839116,H28
G839117,H28
G839118,H28
G839119,H28
G81G,H28
G81H,H28
G81I,H28
G81J,H28
G81K,H25+H28
G8410,H25+H28
G840100,H25
G840101,H25+H28
G840102,H25+H28
G840103,H28
G840104,H28
G840105,H28
G840106,H28
G840107,H28
G840108,H28
G840109,H28
G841100,H25
G841101,H25+H28
G841102,H28
G841103,H28
G841104,H28
G841105,H28
G841106,H28
G841107,H28
G841108,H28
G841109,H28
G842100,H25
G842101,H25+H28
G842102,H28
G842103,H28
G842104,H28
G842105,H28
G842106,H28
G842107,H28
G842108,H28
G842109,H28
G843100,H25+H28
G843101,H25+H28
G843102,H28
G843103,H28
G843104,H28
G843105,H28
G843106,H28
G843107,H28
G843108,H28
G843109,H28
G844100,H25+H28
G844101,H25+H28
G844102,H25+H28
G844103,H28
G844104,H28
G844105,H28
G844106,H28
G844107,H28
G844108,H25+H28
G844109,H25+H28
G845100,H25
G845101,H25
G845102,H25+H28
G845103,H25+H28
G845104,H28
G845105,H25+H28
G845106,H25+H28
G845107,H25+H28
G845108,H25+H28
G845109,H25
G846100,H25
G846101,H25
G846102,H25
G846103,H25+H28
G846104,H25+H28
G846105,H25+H28
G846106,H25
G846107,H25
G846108,H25
G846109,H25
G847100,H25
G847101,H25
G847102,H25
G847103,H25+H28
G847104,H25+H28
G847105,H25
G847106,H25
G847107,H25
G847108,H25
G847109,H25
G848100,H25
G848101,H25
G848102,H25
G848103,H25
G848104,H25
G848105,H25
G848106,H25
G848107,H25
G848108,H25
G848109,H25
G849100,H25
G849101,H25
G849102,H25
G849103,H25
G849104,H25
G849105,H25
G849106,H25
G849107,H25
G849108,H25
G849109,H25
G8411,H25+H28
G840110,H28
G840111,H28
G840112,H28
G840113,H28
G840114,H28
G840115,H28
G840116,H28
G840117,H28
G840118,H28
G840119,H28
G841110,H28
G841111,H28
G841112,H28
G841113,H28
G841114,H28
G841115,H28
G841116,H28
G841117,H28
G841118,H28
G841119,H28
G842110,H28
G842111,H28
G842112,H28
G842113,H28
G842114,H28
G842115,H28
G842116,H28
G842117,H28
G842118,H28
G842119,H28
G843110,H25+H28
G843111,H25+H28
G843112,H28
G843113,H28
G843114,H28
G843115,H28
G843116,H28
G843117,H28
G843118,H28
G843119,H25+H28
G844110,H25+H28
G844111,H25+H28
G844112,H25+H28
G844113,H28
G844114,H28
G844115,H25+H28
G844116,H25+H28
G844117,H25+H28
G844118,H25+H28
G844119,H25+H28
G845110,H25
G845111,H25
G845112,H25+H28
G845113,H25+H28
G845114,H25+H28
G845115,H25+H28
G845116,H25
G845117,H25
G845118,H25
G845119,H25
G846110,H25
G846111,H25
G846112,H25
G846113,H25
G846114,H25
G846115,H25
G846116,H25
G846117,H25
G846118,H25
G846119,H25
G847110,H25
G847111,H25
G847112,H25
G847113,H25
G847114,H25
G847115,H25
G847116,H25
G847117,H25
G847118,H25
G847119,H25
G848110,H25
G848111,H25
G848112,H25
G848113,H25
G848114,H25
G848115,H25
G848116,H25
G848117,H25
G848118,H25
G848119,H25
G849110,H25
G849111,H25
G849112,H25
G849113,H25
G849114,H25
G849115,H25
G849116,H25
G849117,H25
G849118,H25
G849119,H25
G8510,H25
G8511,H25
G81L,H25+H28
G8412,H25+H28
G840120,H28
G840121,H28
G840122,H28
G840123,H28
G840124,H28
G840125,H28
G840126,H28
G840127,H28
G840128,H28
G840129,H28
G841120,H28
G841121,H28
G841122,H28
G841123,H28
G841124,H28
G841125,H28
G841126,H28
G841127,H28
G841128,H28
G841129,H28
G842120,H28
G842121,H28
G842122,H28
G842123,H28
G842124,H28
G842125,H28
G842126,H28
G842127,H28
G842128,H28
G842129,H28
G843120,H25+H28
G843121,H25+H28
G843122,H28
G843123,H28
G843124,H28
G843125,H28
G843126,H28
G843127,H28
G843128,H28
G843129,H28
G844120,H25
G844121,H25+H28
G844122,H25+H28
G844123,H28
G844124,H28
G844125,H28
G844126,H28
G844127,H28
G844128,H28
G844129,H28
G845120,H25
G845121,H25
G845122,H25+H28
G845123,H25+H28
G845124,H28
G845125,H28
G845126,H28
G845127,H28
G845128,H28
G845129,H28
G846120,H25
G846121,H25
G846122,H25+H28
G846123,H25+H28
G846124,H28
G846125,H28
G846126,H28
G846127,H28
G846128,H28
G846129,H28
G847120,H25
G847121,H25
G847122,H25+H28
G847123,H28
G847124,H28
G847125,H28
G847126,H28
G847127,H28
G847128,H28
G847129,H28
G848120,H25
G848121,H25
G848122,H25+H28
G848123,H28
G848124,H28
G848125,H28
G848126,H28
G848127,H28
G848128,H28
G848129,H28
G849120,H25
G849121,H25
G849122,H25+H28
G849123,H28
G849124,H28
G849125,H28
G849126,H28
G849127,H28
G849128,H28
G849129,H28
G8413,H28
G8512,H25+H28
G850120,H25
G850121,H25
G850122,H25+H28
G850123,H25+H28
G850124,H28
G850125,H28
G850126,H28
G850127,H28
G850128,H28
G850129,H28
G851120,H25
G851121,H25
G851122,H25+H28
G851123,H25+H28
G851124,H28
G851125,H28
G851126,H28
G851127,H28
G851128,H28
G851129,H28
G852120,H25
G852121,H25
G852122,H25+H28
G852123,H25+H28
G852124,H28
G852125,H28
G852126,H28
G852127,H28
G852128,H28
G852129,H28
G853120,H25
G853121,H25
G853122,H25
G853123,H25+H28
G853124,H28
G853125,H28
G853126,H28
G853127,H28
G853128,H28
G853129,H28
G854120,H25
G854121,H25
G854122,H25
G854123,H25+H28
G854124,H25+H28
G854125,H28
G854126,H28
G854127,H28
G854128,H28
G854129,H28
G855120,H25
G855121,H25
G855122,H25
G855123,H25
G855124,H25+H28
G855125,H28
G855126,H28
G855127,H28
G855128,H28
G855129,H28
G856120,H25
G856121,H25
G856122,H25
G856123,H25
G856124,H25+H28
G856125,H28
G856126,H28
G856127,H28
G856128,H28
G856129,H28
G857120,H25
G857121,H25
G857122,H25
G857123,H25
G857124,H25+H28
G857125,H25+H28
G857126,H25+H28
G857127,H25+H28
G857128,H25+H28
G857129,H28
G858120,H25
G858121,H25
G858122,H25
G858123,H25
G858124,H25
G858125,H25
G858126,H25
G858127,H25
G858128,H25+H28
G858129,H25+H28
G859120,H25
G859121,H25
G859122,H25
G859123,H25
G859124,H25
G859125,H25
G859126,H25
G859127,H25
G859128,H25
G859129,H25
G8513,H25+H28
G850130,H28
G850131,H28
G850132,H28
G850133,H28
G850134,H28
G850135,H28
G850136,H28
G850137,H28
G850138,H28
G850139,H28
G851130,H28
G851131,H28
G851132,H28
G851133,H28
G851134,H28
G851135,H28
G851136,H28
G851137,H28
G851138,H28
G851139,H28
G852130,H28
G852131,H28
G852132,H28
G852133,H28
G852134,H28
G852135,H28
G852136,H28
G852137,H28
G852138,H28
G852139,H28
G853130,H28
G853131,H28
G853132,H28
G853133,H28
G853134,H28
G853135,H28
G853136,H28
G853137,H28
G853138,H28
G853139,H28
G854130,H28
G854131,H28
G854132,H28
G854133,H28
G854134,H28
G854135,H28
G854136,H28
G854137,H28
G854138,H28
G854139,H28
G855130,H28
G855131,H28
G855132,H28
G855133,H28
G855134,H28
G855135,H28
G855136,H28
G855137,H28
G855138,H28
G855139,H28
G856130,H28
G856131,H28
G856132,H28
G856133,H28
G856134,H28
G856135,H28
G856136,H28
G856137,H28
G856138,H28
G856139,H28
G857130,H28
G857131,H28
G857132,H28
G857133,H28
G857134,H28
G857135,H28
G857136,H28
G857137,H25+H28
G857138,H28
G857139,H25+H28
G858130,H25+H28
G858131,H25+H28
G858132,H28
G858133,H28
G858134,H25+H28
G858135,H25+H28
G858136,H25+H28
G858137,H25+H28
G858138,H25+H28
G858139,H25+H28
G859130,H25
G859131,H25+H28
G859132,H25+H28
G859133,H25+H28
G859134,H25+H28
G859135,H25
G859136,H25
G859137,H25
G859138,H25
G859139,H25
G81M,H25+H28
G8414,H28
G8415,H28
G8514,H25+H28
G850140,H28
G850141,H28
G850142,H28
G850143,H28
G850144,H28
G850145,H28
G850146,H28
G850147,H28
G850148,H28
G850149,H28
G851140,H28
G851141,H28
G851142,H28
G851143,H28
G851144,H28
G851145,H28
G851146,H28
G851147,H28
G851148,H28
G851149,H28
G852140,H28
G852141,H28
G852142,H28
G852143,H28
G852144,H28
G852145,H28
G852146,H28
G852147,H28
G852148,H28
G852149,H28
G853140,H28
G853141,H28
G853142,H28
G853143,H28
G853144,H28
G853145,H28
G853146,H28
G853147,H28
G853148,H28
G853149,H28
G854140,H28
G854141,H28
G854142,H28
G854143,H28
G854144,H28
G854145,H28
G854146,H28
G854147,H28
G854148,H28
G854149,H28
G855140,H28
G855141,H28
G855142,H28
G855143,H28
G855144,H28
G855145,H28
G855146,H28
G855147,H28
G855148,H28
G855149,H28
G856140,H28
G856141,H25+H28
G856142,H25+H28
G856143,H28
G856144,H28
G856145,H28
G856146,H28
G856147,H28
G856148,H25+H28
G856149,H25+H28
G857140,H25+H28
G857141,H25+H28
G857142,H25+H28
G857143,H25+H28
G857144,H28
G857145,H28
G857146,H25+H28
G857147,H25+H28
G857148,H25+H28
G857149,H25+H28
G858140,H25
G858141,H25
G858142,H25
G858143,H25+H28
G858144,H25+H28
G858145,H25+H28
G858146,H25+H28
G858147,H25
G858148,H25
G858149,H25
G859140,H25
G859141,H25
G859142,H25
G859143,H25+H28
G859144,H25+H28
G859145,H25+H28
G859146,H25
G859147,H25
G859148,H25
G859149,H25
G8515,H25+H28
G850150,H28
G850151,H28
G850152,H28
G850153,H28
G850154,H28
G850155,H28
G850156,H28
G850157,H28
G850158,H28
G850159,H28
G851150,H28
G851151,H28
G851152,H28
G851153,H28
G851154,H28
G851155,H28
G851156,H28
G851157,H28
G851158,H28
G851159,H28
G852150,H28
G852151,H28
G852152,H28
G852153,H28
G852154,H28
G852155,H28
G852156,H28
G852157,H28
G852158,H28
G852159,H28
G853150,H28
G853151,H28
G853152,H28
G853153,H28
G853154,H28
G853155,H28
G853156,H28
G853157,H28
G853158,H28
G853159,H28
G854150,H28
G854151,H28
G854152,H28
G854153,H28
G854154,H28
G854155,H28
G854156,H28
G854157,H28
G854158,H28
G854159,H28
G855150,H28
G855151,H28
G855152,H28
G855153,H28
G855154,H28
G855155,H28
G855156,H28
G855157,H28
G855158,H28
G855159,H28
G856150,H28
G856151,H28
G856152,H28
G856153,H28
G856154,H28
G856155,H28
G856156,H28
G856157,H28
G856158,H28
G856159,H28
G857150,H25+H28
G857151,H28
G857152,H28
G857153,H28
G857154,H28
G857155,H28
G857156,H28
G857157,H28
G857158,H28
G857159,H28
G858150,H25+H28
G858151,H28
G858152,H28
G858153,H28
G858154,H28
G858155,H28
G858156,H28
G858157,H28
G858158,H28
G858159,H28
G859150,H25+H28
G859151,H28
G859152,H28
G859153,H28
G859154,H28
G859155,H28
G859156,H28
G859157,H28
G859158,H28
G859159,H28
G81N,H28
G81P,H28
G81Q,H25
G81R,H25
G81S,H25+H28
G8614,H25
G8615,H25+H28
G860150,H25+H28
G860151,H28
G860152,H28
G860153,H28
G860154,H28
G860155,H28
G860156,H28
G860157,H28
G860158,H28
G860159,H28
G861150,H25+H28
G861151,H28
G861152,H28
G861153,H28
G861154,H28
G861155,H28
G861156,H28
G861157,H28
G861158,H28
G861159,H28
G862150,H25+H28
G862151,H25+H28
G862152,H28
G862153,H28
G862154,H28
G862155,H28
G862156,H28
G862157,H28
G862158,H28
G862159,H28
G863150,H25
G863151,H25+H28
G863152,H28
G863153,H28
G863154,H28
G863155,H28
G863156,H28
G863157,H28
G863158,H28
G863159,H28
G864150,H25
G864151,H25+H28
G864152,H28
G864153,H28
G864154,H28
G864155,H28
G864156,H28
G864157,H28
G864158,H28
G864159,H28
G865150,H25
G865151,H25+H28
G865152,H28
G865153,H28
G865154,H28
G865155,H28
G865156,H28
G865157,H28
G865158,H28
G865159,H28
G866150,H25
G866151,H25+H28
G866152,H28
G866153,H28
G866154,H28
G866155,H28
G866156,H28
G866157,H28
G866158,H28
G866159,H28
G867150,H25
G867151,H25+H28
G867152,H28
G867153,H28
G867154,H28
G867155,H28
G867156,H28
G867157,H28
G867158,H28
G867159,H28
G868150,H25
G868151,H25+H28
G868152,H25+H28
G868153,H28
G868154,H28
G868155,H28
G868156,H28
G868157,H28
G868158,H28
G868159,H28
G869150,H25
G869151,H25
G869152,H25+H28
G869153,H28
G869154,H28
G869155,H28
G869156,H28
G869157,H28
G869158,H28
G869159,H28
G8714,H25
G8715,H25+H28
G870150,H25
G870151,H25
G870152,H25+H28
G870153,H28
G870154,H28
G870155,H28
G870156,H28
G870157,H28
G870158,H28
G870159,H28
G871150,H25
G871151,H25
G871152,H25+H28
G871153,H25+H28
G871154,H28
G871155,H28
G871156,H28
G871157,H28
G871158,H28
G871159,H28
G872150,H25
G872151,H25
G872152,H25
G872153,H25+H28
G872154,H28
G872155,H28
G872156,H28
G872157,H28
G872158,H28
G872159,H28
G873150,H25
G873151,H25
G873152,H25
G873153,H25+H28
G873154,H28
G873155,H28
G873156,H28
G873157,H28
G873158,H28
G873159,H28
G874150,H25
G874151,H25
G874152,H25
G874153,H25+H28
G874154,H28
G874155,H28
G874156,H28
G874157,H28
G874158,H28
G874159,H28
G875150,H25
G875151,H25
G875152,H25
G875153,H25+H28
G875154,H28
G875155,H28
G875156,H28
G875157,H28
G875158,H28
G875159,H28
G876150,H25
G876151,H25
G876152,H25
G876153,H25+H28
G876154,H28
G876155,H28
G876156,H28
G876157,H28
G876158,H28
G876159,H28
G877150,H25
G877151,H25
G877152,H25+H28
G877153,H25+H28
G877154,H28
G877155,H28
G877156,H28
G877157,H28
G877158,H28
G877159,H28
G878150,H25
G878151,H25
G878152,H25+H28
G878153,H28
G878154,H28
G878155,H28
G878156,H28
G878157,H28
G878158,H28
G878159,H28
G879150,H25
G879151,H25
G879152,H25+H28
G879153,H28
G879154,H28
G879155,H28
G879156,H28
G879157,H28
G879158,H28
G879159,H28
G81T,H28
G81U,H28+H29
G8618,H28
G8619,H28
G8718,H28
G8719,H28+H29
G870190,H28
G870191,H28
G870192,H28
G870193,H28
G870194,H28
G870195,H28
G870196,H28
G870197,H28
G870198,H28
G870199,H28
G871190,H28
G871191,H28
G871192,H28
G871193,H28
G871194,H28
G871195,H28
G871196,H28
G871197,H28
G871198,H28
G871199,H28
G872190,H28
G872191,H28
G872192,H28
G872193,H28
G872194,H28
G872195,H28
G872196,H28
G872197,H28
G872198,H28
G872199,H28
G873190,H28
G873191,H28
G873192,H28
G873193,H28
G873194,H28
G873195,H28
G873196,H28
G873197,H28
G873198,H28
G873199,H28
G874190,H28
G874191,H28
G874192,H28
G874193,H28
G874194,H28
G874195,H28
G874196,H28
G874197,H28
G874198,H28
G874199,H28
G875190,H28
G875191,H28
G875192,H28
G875193,H28
G875194,H28
G875195,H28
G875196,H28
G875197,H28+H29
G875198,H28+H29
G875199,H28+H29
G876190,H28
G876191,H28
G876192,H28
G876193,H28
G876194,H28
G876195,H28
G876196,H28
G876197,H28+H29
G876198,H28+H29
G876199,H28+H29
G877190,H28
G877191,H28
G877192,H28
G877193,H28
G877194,H28
G877195,H28+H29
G877196,H28+H29
G877197,H28+H29
G877198,H29
G877199,H29
G878190,H28
G878191,H28
G878192,H28
G878193,H28+H29
G878194,H28+H29
G878195,H28+H29
G878196,H29
G878197,H29
G878198,H29
G878199,H29
G879190,H28
G879191,H28
G879192,H28
G879193,H28+H29
G879194,H29
G879195,H29
G879196,H29
G879197,H29
G879198,H29
G879199,H29
G81V,H25
G81W,H25
G81X,H25+H28
G8814,H25
G8815,H25+H28
G880150,H25
G880151,H25
G880152,H25+H28
G880153,H28
G880154,H28
G880155,H28
G880156,H28
G880157,H28
G880158,H28
G880159,H28
G881150,H25
G881151,H25
G881152,H25+H28
G881153,H28
G881154,H28
G881155,H28
G881156,H28
G881157,H28
G881158,H28
G881159,H28
G882150,H25
G882151,H25
G882152,H25+H28
G882153,H28
G882154,H28
G882155,H28
G882156,H28
G882157,H28
G882158,H28
G882159,H28
G883150,H25
G883151,H25
G883152,H25+H28
G883153,H25+H28
G883154,H28
G883155,H28
G883156,H28
G883157,H28
G883158,H28
G883159,H28
G884150,H25
G884151,H25
G884152,H25
G884153,H25+H28
G884154,H25+H28
G884155,H25+H28
G884156,H28
G884157,H28
G884158,H28
G884159,H28
G885150,H25
G885151,H25
G885152,H25
G885153,H25
G885154,H25
G885155,H25+H28
G885156,H25+H28
G885157,H25+H28
G885158,H28
G885159,H28
G886150,H25
G886151,H25
G886152,H25
G886153,H25
G886154,H25
G886155,H25
G886156,H25
G886157,H25+H28
G886158,H25+H28
G886159,H25+H28
G887150,H25
G887151,H25
G887152,H25
G887153,H25
G887154,H25
G887155,H25
G887156,H25
G887157,H25
G887158,H25
G887159,H25+H28
G888150,H25
G888151,H25
G888152,H25
G888153,H25
G888154,H25
G888155,H25
G888156,H25
G888157,H25
G888158,H25
G888159,H25
G889150,H25
G889151,H25
G889152,H25
G889153,H25
G889154,H25
G889155,H25
G889156,H25
G889157,H25
G889158,H25
G889159,H25
G8914,H25
G8915,H25
G81Y,H25+H28+H29
G8816,H25+H28
G880160,H28
G880161,H28
G880162,H28
G880163,H28
G880164,H28
G880165,H28
G880166,H28
G880167,H28
G880168,H28
G880169,H28
G881160,H28
G881161,H28
G881162,H28
G881163,H28
G881164,H28
G881165,H28
G881166,H28
G881167,H28
G881168,H28
G881169,H28
G882160,H28
G882161,H28
G882162,H28
G882163,H28
G882164,H28
G882165,H28
G882166,H28
G882167,H28
G882168,H28
G882169,H28
G883160,H28
G883161,H28
G883162,H28
G883163,H28
G883164,H28
G883165,H28
G883166,H28
G883167,H28
G883168,H28
G883169,H28
G884160,H28
G884161,H28
G884162,H28
G884163,H28
G884164,H28
G884165,H28
G884166,H28
G884167,H28
G884168,H28
G884169,H28
G885160,H28
G885161,H28
G885162,H28
G885163,H28
G885164,H28
G885165,H28
G885166,H28
G885167,H28
G885168,H28
G885169,H28
G886160,H28
G886161,H28
G886162,H28
G886163,H28
G886164,H28
G886165,H28
G886166,H28
G886167,H28
G886168,H28
G886169,H28
G887160,H25+H28
G887161,H25+H28
G887162,H28
G887163,H28
G887164,H28
G887165,H28
G887166,H28
G887167,H28
G887168,H28
G887169,H28
G888160,H25
G888161,H25+H28
G888162,H25+H28
G888163,H25+H28
G888164,H28
G888165,H28
G888166,H28
G888167,H28
G888168,H28
G888169,H28
G889160,H25
G889161,H25
G889162,H25
G889163,H25+H28
G889164,H25+H28
G889165,H25+H28
G889166,H28
G889167,H28
G889168,H28
G889169,H28
G8817,H28
G8916,H25+H28
G890160,H25
G890161,H25
G890162,H25
G890163,H25
G890164,H25
G890165,H25+H28
G890166,H25+H28
G890167,H25+H28
G890168,H28
G890169,H28
G891160,H25
G891161,H25
G891162,H25
G891163,H25
G891164,H25
G891165,H25
G891166,H25
G891167,H25+H28
G891168,H25+H28
G891169,H25+H28
G892160,H25
G892161,H25
G892162,H25
G892163,H25
G892164,H25
G892165,H25
G892166,H25
G892167,H25
G892168,H25
G892169,H25+H28
G893160,H25
G893161,H25
G893162,H25
G893163,H25
G893164,H25
G893165,H25
G893166,H25
G893167,H25
G893168,H25
G893169,H25+H28
G894160,H25
G894161,H25
G894162,H25
G894163,H25
G894164,H25
G894165,H25
G894166,H25
G894167,H25
G894168,H25
G894169,H25+H28
G895160,H25
G895161,H25
G895162,H25
G895163,H25
G895164,H25
G895165,H25
G895166,H25
G895167,H25
G895168,H25
G895169,H25+H28
G896160,H25
G896161,H25
G896162,H25
G896163,H25
G896164,H25
G896165,H25
G896166,H25
G896167,H25
G896168,H25
G896169,H25+H28
G897160,H25
G897161,H25
G897162,H25
G897163,H25
G897164,H25
G897165,H25
G897166,H25
G897167,H25
G897168,H25
G897169,H25+H28
G898160,H25
G898161,H25
G898162,H25
G898163,H25
G898164,H25
G898165,H25
G898166,H25
G898167,H25
G898168,H25
G898169,H25+H28
G899160,H25
G899161,H25
G899162,H25
G899163,H25
G899164,H25
G899165,H25
G899166,H25
G899167,H25
G899168,H25
G899169,H25+H28
G8917,H25+H28+H29
G890170,H28
G890171,H28
G890172,H28
G890173,H28
G890174,H28
G890175,H28
G890176,H28
G890177,H28
G890178,H28
G890179,H28+H29
G891170,H28
G891171,H28
G891172,H28
G891173,H28
G891174,H28
G891175,H28
G891176,H28
G891177,H28
G891178,H28
G891179,H28+H29
G892170,H28
G892171,H28
G892172,H28
G892173,H28
G892174,H28
G892175,H28
G892176,H28
G892177,H28
G892178,H28+H29
G892179,H28+H29
G893170,H28
G893171,H28
G893172,H28
G893173,H28
G893174,H28
G893175,H25+H28
G893176,H25+H28
G893177,H25+H28+H29
G893178,H25+H28+H29
G893179,H29
G894170,H28
G894171,H28
G894172,H28
G894173,H28
G894174,H25+H28
G894175,H25+H28
G894176,H25
G894177,H25
G894178,H25+H29
G894179,H25+H29
G895170,H28
G895171,H28
G895172,H28
G895173,H25+H28
G895174,H25+H28
G895175,H25
G895176,H25
G895177,H25
G895178,H25
G895179,H25
G896170,H28
G896171,H28
G896172,H25+H28
G896173,H25+H28
G896174,H25
G896175,H25
G896176,H25
G896177,H25
G896178,H25
G896179,H25
G897170,H28
G897171,H28
G897172,H25+H28
G897173,H25
G897174,H25
G897175,H25
G897176,H25
G897177,H25
G897178,H25
G897179,H25
G898170,H28
G898171,H25+H28
G898172,H25+H28
G898173,H25
G898174,H25
G898175,H25
G898176,H25
G898177,H25
G898178,H25
G898179,H25
G899170,H25+H28
G899171,H25+H28
G899172,H25
G899173,H25
G899174,H25
G899175,H25
G899176,H25
G899177,H25
G899178,H25
G899179,H25
G81Z,H25+H28+H29
G8818,H28+H29
G880180,H28
G880181,H28
G880182,H28
G880183,H28
G880184,H28
G880185,H28
G880186,H28
G880187,H28
G880188,H28
G880189,H28
G881180,H28
G881181,H28
G881182,H28
G881183,H28
G881184,H28
G881185,H28
G881186,H28
G881187,H28
G881188,H28
G881189,H28
G882180,H28
G882181,H28
G882182,H28
G882183,H28
G882184,H28
G882185,H28
G882186,H28
G882187,H28+H29
G882188,H28+H29
G882189,H28+H29
G883180,H28
G883181,H28
G883182,H28
G883183,H28
G883184,H28
G883185,H28
G883186,H28+H29
G883187,H28+H29
G883188,H29
G883189,H29
G884180,H28
G884181,H28
G884182,H28
G884183,H28
G884184,H28+H29
G884185,H28+H29
G884186,H28+H29
G884187,H29
G884188,H29
G884189,H29
G885180,H28
G885181,H28
G885182,H28+H29
G885183,H28+H29
G885184,H28+H29
G885185,H29
G885186,H29
G885187,H29
G885188,H29
G885189,H29
G886180,H28
G886181,H28+H29
